#MenusAndUI

sytx901	&New Game
ODJHE02	Αυτό θα μπορούσε να είναι το γραφείο σου.
ODJHE03	Ορίστε. Δοκίμασε το αυτό. Δες πως το νιώθεις. Είναι και αυτό δικό σου.
ODJHE04	Και, σαν επιπρόσθετο μπόνους...
ODJHE05	Δύο τοις εκατό από αυτά, Κύριε εε...
ODJMA06	Το όνομα μου είναι Calavera, και θέλω μεγαλύτερο μερίδιο.
ODJHE07	Χμ-μμ-μμ,εχ,ε,α, μα Κύριε Calavera... Θα χρειαστώ τα περισσότερα από αυτά για να βγω ο ίδιος από αυτόν τον κόσμο. Βλέπετε, ήμουν πολύ κακό παιδί. Χα χα!
ODJMA08	Θα παραδώσω αυτά τα εισιτήρια στους δίκαιους ιδιοκτήτες τους...
ODJMA09	...και θα παραδώσω εσένα σε ένα μείγμα αποσύνθεσης.
ELDMA01	Αυτό πρέπει να είναι το δικό σου.
ELDGL02	Μην ξεχάσεις να στείλεις βοήθεια!
ELDME03	Ααααααα!
ELDMA04	’ι! Τρέχα! Βρες τον Salvador!
ELDOL05	Μπες μέσα, γρήγορα!
ELDMA06	Υποτίθεται ότι θα είχαμε κάλυψη εκεί πίσω! Πού είναι όλοι οι άντρες του Salvador;
ELDOL07	Δεν ξέρω.
ELDOL08	Δε μου είπε ακόμα.
ELDOL09	Ήρθε η ώρα να χορέψεις, φιλαράκι. Να σε βλέπω να περπατάς.
SVSHE01	Μ'αγαπά...
SVSHE02	...δε μ'αγαπά...
SVSMA03	Λοιπόν, έχεις μισό δίκιο.
SVSHE04	Ω Manny... τόσο κυνικός... Τι σου συνέβη, Manny, που σε έκανε να χάσεις την ελπίδα σου, την αγάπη σου για τη ζωή;
SVSMA05	Πέθανα.
SVSHE06	Κατάλαβα, χμ-μμ, υποθέτω πως ο Domino είχε δίκιο, δεν έχεις ούτε κομματάκι αισιοδοξίας.
SVSMA07	Λοιπόν, όσον αφορά τα κομματάκια, ο Dom είναι ειδικός.
SVSHE08	Και με την ίδια λογική, Manny, εσύ πρόκειται να γίνεις ειδικός στην βοτανική.
SVSMA09	Τώρα είναι που υποτίθεται ότι μου λες για το μυστικό σου σχέδιο; Για το πως έκλεψες Ν.Ε. εισιτήρια από αθώες ψυχές, παριστάνοντας ότι τα πουλούσες αλλά στην πραγματικότητα τα έκρυβες για τον εαυτό σου σε μια απεγνωσμένη προσπάθεια να βγεις από τη Γη των Νεκρών;
SVSHE10	Όχι.
SVSHE11a	Χεε-α, χα, αχ, χα...Τώρα είναι που σπαρταράς με βασανιστικούς πόνους για περίπου μια ώρα διότι ο ηλίθιος ο Bowlsley το έσκασε με όλη την Ανθόλη γρήγορης δράσης
SVSHE12	Manny; Πού πας; Έχουμε ακόμα ώρα μέχρι να φύγεις..."φύλλε" μου. Χα χα χα!
ENDME01	Μπορείτε να τα μετρήσετε αν θέλετε. Είναι όλα εδώ.
ENDGK02	Και το δικό σου;
ENDMA03	Η εταιρία μου έδωσε ένα, κάτι σαν δώρο συνταξιοδότησης. Και, α...
ENDMA04	Τα Δαιμόνια ανεβαίνουν δωρεάν, σωστά;
ENDGL05	Α, Manny. Ξέρεις ότι δε μπορώ να έρθω μαζί σου. Είμαι πνεύμα της φύσης και όλα αυτά. Δεν μπορώ ποτέ να φύγω από αυτό τον κόσμο.
ENDMA06	Υποθέτω ότι παρασύρθηκα τόσο πολύ στο να σώζω κόσμο, που πίστεψα ότι θα μπορούσα να σώσω και εσένα.
ENDGL07	Ναι, αλλά εγώ...δε χρειάζομαι να σωθώ. Μ'αρέσει εδώ. Δεν είμαι ολομόναχος σ'αυτό το υπόγειο πια, χάρη σε σένα. Έχω καινούργια δουλειά και όλους αυτούς τους νέους φίλους. Είμαι ένα πετυχημένο δαιμόνιο.
ENDMA08	Λοιπόν...φαντάζομαι πως αυτό ήταν, ε;
ENDMA09	Οοοοφ!
ENDGL10A	Έλα δω. Δως μου μια αγκαλιά.
ENDMA11	Μμμμφ φρμ μρφφ μρφ οοφ!
ENDME12	Manny;
ENDMA13	Ναι;
ENDME14	Όταν θα πάμε στον επόμενο κόσμο...
ENDMA15	Τι είναι, καλή μου;
ENDME16	Θα είμαστε μαζί;
ENDMA17	Ξέρεις γλυκιά μου, αν υπάρχει ένα πράγμα που έμαθα, είναι αυτό: κανείς δεν ξέρει τι θα συμβεί στο τέλος της διαδρομής, γι'αυτό ας απολαύσει το ταξίδι.
TMPTS01	Έι! Κλείσε την πόρτα! Επιβραδύνεται η συσκευή, πολύ επίπονο! Πολύ επίπονο, ε Naranja; Σαν βασανιστήριο, Χεχεχε...χεχε;
TMPTS02	Κλείσε την αναθεματισμένη πόρτα! Δεν έχει τίποτα να φας! Αν θέλεις να τσιμπήσεις κάτι, τράβα βρες μητέρα!
TMPTS03	Έξω από το ψυγείο μου!  [Μη με αναγκάσεις να έρθω εκεί και να σε πλακώσω στο ξύλο!]
TMPTS04	Θα σε σκοτώσω!
TMPTS05	Ε;  Ποιός είναι εκεί πέρα;
TMPTS06	[Τι στο διάολο;]  Κοίτα! Το έσπασες.
TMPTS07	Τώρα δεν κλείνει.
TMPTS08	Όταν τελειώσω με τον Naranja από εδώ, θα φτιάξω μεγάλα αυτιά στα πλάγια του κεφαλιού σου για να ξέρει ο κόσμος τι γαϊδούρι είσαι!
TMPTS09	(απασχολημένο γρύλισμα)
TMPTS10	Αργκ. Όχι τώρα, Manny.  Έχω μια δουλειά με τον Naranja από εδώ.
TMPTS11	Σου είπα Calavera, όχι τώρα.
TMPTS13	Με ωθείς στα άκρα, Calavera!
TMPTS14	Γιατί είσαι εδώ κάτω, τέλος πάντων;
TMPTS15	Α, άντε χάσου!
TMPTS16	Δεν πας να διευθύνεις κανένα φανταχτερό;
TMPTS17	Τράβα μάρκαρε κάρτες ή κάτι τέτοιο.
TMPTS18	Σκάσε!
TMPTS19	Ναι, πρέπει να θυμηθώ να πάρω κι άλλο υγρό άζωτο από το νεκροτομείο.
TMPTS20	Παγώνει τα κόκαλα, λιγότερο οδυνηρό έτσι.
TMPTS21	Έχεις πολλά αναισθητικά σ'αυτό το μπουκάλι, γι'αυτό σκάσε και κάτσε ακούνητος!
TMPTS22	Σκοτώνω τον πόνο. Κλείνω τρυπάνι, σταματώ να δουλεύω. Τι λες γι'αυτό;
TMPTS23	Θα σε "ανοίξω", ναυτόπαιδο
TMPTS24	Πρέπει να μείνεις ακούνητος, ή θα χρειαστεί να σε δέσω κάτω.
TMPTS25	Κρύψε αυτή την τρελή λεπίδα. Δεν είναι εδώ το μέρος για τέτοια πράγματα!
TMPTS26	Τι είναι αυτό; Μου κάνουν έλεγχο; Είσαι του υπουργείου υγείας ή κάτι τέτοιο; Φύγε από δω. Πλήρωσα αυτό το μήνα.
TMPTS27	Δεν εντυπωσιάστηκα.
TMPTS28	Πολύ μεγάλο -- Βγάλε όλο το χέρι. Κάν'το αυτό μόνο αν το σχέδιο δε βγήκε καλό.
TMPTS29	Χα!  Ο Κομμουνισμός πέθανε!
TMPTS30	Αλλά τουλάχιστον υπήρχε μια εποχή που το "ΕΓΩ" λειτουργούσε. Ε; Χα χα χα!
TMPTS31	Τι; Προσπαθείς να μου πουλήσεις κάτι;
TMPTS32	Χμμμ. Έχω να φάω Lengua (γλώσσα) από τότε που έκλεισες τον αυτόματο πωλητή! (αναστεναγμός) Εσύ και το φαντεζί φαγητό σου, (γκρινιάζοντας) με το μαϊντανό και τους κύκνους
TMPTS33	Manny, αν δε σε πειράζει;  Εργάζεται καλλιτέχνης εδώ, ε;
TMPTS34	Ω ναι, ναι, ναι. Αυτό του είπα.
TMPTS35	Με δουλεύεις;
TMPTS36	Εγώ του έδωσα την ιδέα αρχικά!
TMPTS37	Α, η τίγρης δεν αλλάζει τις ρίγες της.
TMPTS38	Λοιπόν σκοπεύεις ακόμα να πας;
TMPTS39	Έι, άκουσε με--πρέπει να προσέξεις τον εαυτό σου.
TMPTS40	Ναι. Ναι, ναι. Ναι.
TMPTS41	Α-χα. Α-χα. Α-χα.
TMPTS42	Βεβαίως.
TMPTS43	Βεβαίως, φυσικά.  Καταλαβαίνω.
TMPTS44	Οπωσδήποτε.
TMPTS45	Μμμμ-χμμμ. Μμμμ.χμμμ.
TMPTS46	Εσύ το είπες αυτό;
TMPTS47	Έχεις κότσια!
TMPTS48	Ναι, αλλά δεν θα το έλεγα αυτό ακριβώς "ποιοτικός χρόνος"
TMPTS49	Λοιπόν, τι έγινε μετά το δείπνο;
TMPTS50	Αχ-χα. Αχ-χα.
TMPTS51	Ω, πλάκα μου κάνεις!
TMPTS52	Ω, δεν το πιστεύω.
TMPTS53	Και για παιδιά;
TMPTS54	Αυτό είναι μεγάλο κρίμα.
TMPTS55	ΜΜΜΜΜ
TMPTS56	Λοιπόν, αν δε μου το έλεγες εσύ, θα μου το έλεγε κάποιος άλλος.
TMPTS57	Θα σου έλεγα αλλά δε μπορώ.
TMPTS58	Είναι και κάποιος άλλος εδώ.
TMPTS59	Ας πούμε απλά ότι είναι άσχημα.
TMPTS60	Ναι. Ναι. Χύθηκαν δάκρυα.
TMPTS61	Όχι, όχι, όχι...λέγε.  Πες τα μου όλα. Ακούω.
TMPTS62	Ε, περίμενε ένα λεπτό.
TMPTS63	Α Α Α! Φύγε από εκεί!
TMPTS64	Όχι, όχι!  Μα που σου 'ρθε;
TMPTS65	’πλωσε το χέρι σου ξανά, και θα πάρεις πίσω ένα απολειφάδι!
TMPTS66	Εννοείς εκτός από το τραγούδι, το ποίημα, το μπαρ και το άγαλμα με αυτό το όνομα;
TMPTS67	Φυσικά! Είναι ένα από τα πιο διάσημα σχέδια μου! Κοίτα, θα σου δείξω!
TMPTS68	Για να δούμε... ε, νούμερο τριάντα... α, τριάντα-έξι. Ορίστε. Έι... τι είναι αυτό;
TMPTS69	Φιλιούνται;
TMPTS70	Ω, ω, ναι. Η Lola ήταν εδώ.  Γλυκό κορίτσι.  Σαν κόρη για μένα.  Πες της ο μπαμπάς Toto στέλνει χαιρετίσματα.
TMPTS71	Ζζζζζζζ.
TMPTS72	Ζζζζζζζ.
TMPTS73	Ζζζζζζζζ.
TMPTS74	Ακούνητος
TMPTS75	μην κινείσαι
TMPTS76	το έγχρωμο κοστίζει παραπάνω
TMPTS77	δεν πονάει
TMPTS78	κόψε την γκρίνια
TMPTS79	βούλωσε το
TMPTS80	θα σε σκοτώσω
TMPTS81	"είμαι" "είμαι" καλλιτέχνης
TMPTS82	"ζήτησες" κουνελάκι
TMPTS83	δε φταίω εγώ
TMPTS84	η μητέρα σου θα το λατρέψει
TMPTS85	Lola
TMPMA01	Hola, Toto. ΏCσmo estαs?
TMPMA02	Σε τι δουλεύεις εκεί;
TMPMA03	Κάμπια;
TMPMA04	Ποντίκι;
TMPMA05	Μια κάμπια που τρώει ένα ποντίκι;
TMPMA06	Παπούτσι είναι αυτό;
TMPMA07	Αυτό υποτίθεται πως είναι κουνέλι;
TMPMA08	Ωραίο φαίνεται, ότι και αν είναι.
TMPMA09	Το μάθημα ζωγραφικής βοήθησε πολύ.
TMPMA10	Συνέχισε την καλή δουλειά.
TMPMA11	Μπορώ να δοκιμάσω και εγώ λίγο;
TMPMA12	Σου ξέφυγε ένα σημείο.
TMPMA13	Δεν μπορώ να καταλάβω ακριβώς τι είναι, αλλά μοιάζει με τους γονείς μου που τσακώνονται.
TMPMA14	Νομίζω πως σε ακούω να τρίζεις τα δόντια σου. Δεν πρέπει να το κάνεις αυτό.
TMPMA15	Σκέφτομαι να πάω για ντόνατς. Θέλεις;
TMPMA16	Είναι ένα μικρό έπιπλο.
TMPMA17	Είναι άδειο.
TMPMA18	Υγρό άζωτο;
TMPMA19	Δυνατό πράγμα. Αυτό πραγματικά θα σκοτώνει τον πόνο.
TMPMA20	Αυτό είναι ένα παλιό ψυγείο.
TMPMA21	Δεν έχει τίποτα μέσα παρά λεκέδες.
TMPMA22	Μοιάζει με διατηρητή φρεσκάδας μαρουλιού.
TMPMA23	"μυρίζει" περισσότερο σαν διατηρητής φρεσκάδας "μούχλας", όμως.
TMPMA24	Πολλοί λεκέδες για κάποιον που δεν έχει σωματικά υγρά.
TMPMA25	Αμφιβάλλω αν θα το ακουμπήσω αυτό άμεσα.
TMPMA26	Ωωω, τώρα που το θυμήθηκα. Ξέχασα το ραντεβού μου με την Ινεζ!
TMPMA27	Εμπρός, κέντρο;
TMPMA28	Ναι, εγώ είμαι μωρό μου. Πώς το κατάλαβες;
TMPMA29	Έι, μη το λες αυτό γλυκιά μου. Ξέρεις πως ήθελα να περάσω--
TMPMA30	Χαίρομαι όλο και περισσότερο που θα φύγω από την πόλη.
TMPMA31	Νομίζω πως θα αφήσω για λίγο το τηλέφωνο. Τουλάχιστον μέχρι να ηρεμήσει η Ινεζ.
TMPMA32	Δε μου φαίνεται πως θα πας για δουλειά το πρωί.
TMPMA33	Για να δούμε τι έχεις πάνω σου ναύτη.
TMPMA34	Χμμμ
TMPMA35	Ναύτης Anselmo Naranja.  Ανθυποπλοίαρχος, τρίτης τάξης.
TMPMA36	Το ίδιο και εμείς.
TMPMA37	Μη με βάλεις ποτέ κάτω από αυτό το πράγμα.
TMPMA38	Σημαίνει κάτι για σένα αυτό;
TMPMA39	Ναι.
TMPMA40	Η φίλη μου η Lola το άφησε εδώ για μένα.
TMPMA41	Σίγουρα.
SYMA218	Βαρέθηκα να περιμένω για κάποιο καλό στοιχείο, λες και θα πεταχτεί εδώ πέρα δεμένο πάνω σε ένα τούβλο. 
SYMA219	Ήρθε η ώρα να ΠΑΡΩ ένα. 
	
BRpBO22	ΜρμρΜΡΡμρ! ΜρμρΜΡΡμρ! ΜρμρΜΡΡμρ! ΜΡΡ! ΜρμρΜΡΡμρ!
YR2LU04	Ακούγεται του τύπου σου.
VMAUN14	Ευχαριστώ, κύριε! Με σώσατε, αλλά το πιο σημαντικό, με καταστήσατε ικανό να συνεχίζω να υπηρετώ το κίνημα.
vmaol23	(γκασπ)
tmpts86	[Lola....]
eldma10	(λαχάνιασμα)
eldma11	Dios mio.
gtsgl05	Ουοαααα!...Ουουφ!....Αγκ.
hlrgl08	Ω, δικέ μου.
lxma013	Amor.
lsaev14	Manny.
odjma10	’ι, Chihuahua!
p39ma11	Ουουμφ.
reugl19	Γουπ! Γουαααααα!
svsma14	Αγκ!
svsma15	Αγγκ!
svsma16	Αγγκ!
svsma17	Αργκ!
svsma18	Αγκ!
svsma19	Ογκ!
shgma13	(λαχάνιασμα)
shgma14	Ουφ!
subgl12	Γιουου-χου!
INTMA39	Χμμμμ... Que es esto?
LOLMA15	Ο Domino!
RM3CO10	Τώρα βλέπεις γιατί δίνω όλους τους καλούς πελάτες στον Domino!
lq_sv03	Καλωσήρθες στην ομάδα!
snaol15	Manny! Επιτέλους μόνοι. Πες μου, πώς είναι η μπουρζουαζία;
psots03	[Ξύπνα!] Ξύπνα! Δε δουλεύω σε μεθυσμένους! [Ηλίθιε!]
psots07	[Αν νομίζεις πως δε θα με πληρώσεις, είσαι τρελός]
idcmb05	Όλη τη μέρα, Manny, ξεδιαλέγω καθαρή λύπη. Βρίσκω στοιχεία, και συνδυάζω ιστορίες. Μα καμία από τις ιστορίες μου δεν τελειώνει καλά -- όλες τελειώνουν εδώ. Και το ηθικό δίδαγμα κάθε ιστορίας είναι το ίδιο: Μπορεί να έχουμε χρόνια, μπορεί να έχουμε ώρες, αλλά αργά ή γρήγορα, βγάζουμε λουλούδια.
nretm02	'Οι εργάτες θα ελέγχουν τα μέσα παραγωγής...' Οι εργάτες... θα ελέγχουν τα μέσα παραγωγής! Ναι! Αυτό είναι! Αυτό προσπαθούσα να πω!
nrema15	...ευτυχώς ξέρω έναν δικηγόρο που μου χρωστάει χάρη.
p39ma04	Θα σου πω όταν το σκεφτώ. Να είσαι κάπου εδώ γύρω.
brbmx09	Επιδρομή; Για πόσο καιρό θα το κλείσουν; Α. Ναι, καλύτερα να κόψουμε την πίστωση του μεγάλου τύπου τότε. Ναι, ναι. Πέτα τον μεθύστακα έξω στον μεγάλο του πορτοκαλί πισινό και φέρε μου τον Calavera για να μιλήσουμε για το χρέος του.
brbsv28a	Ελπίζω αυτό το πολύ επείγον μήνυμα να φτάσει εγκαίρως. Ο πράκτορας μας στο Zapato λέει ότι η Κυρία Colomar δεν έφτασε ποτέ στο λιμάνι. Λέγεται ότι πήδηξε στη θάλασσα στο Μαργαριτάρι.
prlma10	Δεν ξέρω, αλλά δε μου αρέσει ο τρόπος που μας κοιτάει αυτό το πράγμα.
exodo03	Αααχ!
exoma13	Το μόνο πράγμα που θα πέσει κάτω είσαι εσύ, Hurley.
svshe13	Το 'πιασες; "Φύλλος"! Χα χα χα!
tmpts12	[Τι μπελάς. Μακάρι να το βούλωνε.]
fecl066b	Δε νομίζεις Sparky;
fecl025b	Το πιάνεις το νόημα, Sparky;
bdma027a	Χαιρέτισε το μικρό μου φίλο.
VMAUN11a	Παγίδα!
VMAUN11B	Ήταν παγίδα!
SVSMA09A	Τώρα είναι που υποτίθεται ότι μου λες για το μυστικό σου σχέδιο, Hector;
SVSMA09B	Για το πως έκλεψες Ν.Ε. εισιτήρια από αθώες ψυχές, παριστάνοντας ότι τα πουλούσες αλλά στην πραγματικότητα τα έκρυβες για τον εαυτό σου σε μια απεγνωσμένη προσπάθεια να βγεις από τη Γη των Νεκρών;
subch13	Έι! Πού πηγαίνεις;
subch14	Δεν μπορείς να με αφήσεις εδώ ολομόναχο!
subch15	Έλα πίσω!
subch16	ΑΑΑΑΑΑΑΑΑΧΧΧΧΧΧΧΧΧ!
LOLMA14B	Πιο γρήγορα θα πήγαινα περπατώντας!
LOLMA14C	Αχ, hijole, θα χάσω τη "δηλητηρίαση"!
ENDGL10B	Ήσουν το καλύτερο αφεντικό... που... είχα... ποτέ! ... Αντίο.
Snavi09b	<Φιλί>
p39vi09b	Ούτε εκείνη είχες τον χρόνο να σώσεις.
punch1	Ουφ!
p39vi07b	Ουφ...
counterfeit	Γιατί ο Hector & ο Domino θα έκρυβαν χρηματοκιβώτια με πλαστά εισιτήρια Ν.Ε.;
vima040b	Α, σωστά.
bigu133	Χςςς!
hisa013b	<φτύσιμο>
DDTE112b	Ακούσατε παιδιά; Πιστεύει ότι θα έπρεπε να παραπονεθούμε.
Screaming1	Ααααααχχχχχ!
screaming2	Ααααααχχχχχχχ!
screaming3	Ααααααχχχχχχχ!
moaning1	Αααααχχχχχ...
moaning2	Ωωωωχχχχχ....
moaning3	Ρρρρχχχχ.....
moaning4	Αααααχχχχ.....
moaning5	Εεεεεεχχχχ....
moaning6	Ααααχχχχ....
sima027a	Για να το δω.
sima027b	Ναι.
ostx015	door
ostx016	door
rptx010	door
rptx011	door
rptx012	door
sttx097	door
sttx098	door
sttx099	door
sttx100	door
fetx097	pigeon
tbta066	Hissing Pretty (Όμορφη Που Σφυρίζει)
tbta067	Tiger Lily (Τίγρης Κρίνο)
tbta068	Claws of Fire (Νύχια Φωτιάς)
tbta069	Katastrophe (Καταστροφή)
tbta070	Windward Windy (Ανεμώδες Προσήνεμα)
tbta071	Leeward Louie
tbta072	Kitty Meow (Γατούλα Μιάουι)
tbta073	Twinkle Toes (Αστραφτερά Δάχτυλα)
tbta074	El Gato Gordo
tbta075	Kentucky White Paw (Κεντάκι ’σπρη Πατούσα)
tbta076	Kat Man Doo
tbta077	Kitty Kitty Bang-Bang
tbta078	Cat-Scratch Speeder (Γρήγορη Γάτα-Γρατζουνιά)
tbta079	Siamese Express (Εξπρές Σιαμαίας)
tbta080	Screeching For Vengeance (Ουρλιάζοντας για Εκδίκηση)
tbta081	Paws II (Πατούσες ΙΙ)
tbta082	Big Furry Bastard (Μεγάλο Τριχωτό Κάθαρμα)
tbta083	Scratch Pole Junky (Πρεζόνι που Γρατζουνάει Πασσάλους)
tbta084	Rusty Anchor (Σκουριασμένη ’γκυρα)
tbta085	Meowy-Wowy (Μιάουι-Γουόι)
tbta086	Litter-lover (Εραστής Σκουπιδιών)
tbta087	One-Life-Left (Μια-Ζωή-Απέμεινε)
tbta088	Nose for Trouble (Μύτη για Μπελάδες)
tbta089	Fulov Curiousity (Γεμάτη Περιέργεια)
tbta090	Paws 'n Reflect (Πατούσες κ' Αντανακλαστικά)
tbta091	El Pussy Pancho
tbta092	Chow Down Charlie (Φαγανός Τσάρλι)
tbta093	Pick of the Litter (Διαλέχτρα Σκουπιδιών)
tbta094	I Am Not Spot (Δεν Είμαι ο Σποτ)
tbta095	Lalo Esqualo
tbta096	Dribble for Kibble (Τρίπλα για Χοντρή)
tbta097	Smitten Kitten (Κατατροπώστρα Γατούλα)
tbta098	You're Not My Paw (Δεν Είσαι η Πατούσα μου)
tbta099	Prince Winki-Taka (Πρίγκηπας Γούινκι-Τάκα)
tbta100	Vengeful Pounce (Εκδικητικός Αρπακτικό)
tbta101	Fluffy's Rampage (’γριος Χνουδωτούλης)
tbta102	Old Maid's Madness (Η Τρέλα της Γεροντοκόρης)
tbta103	Snowball's Triumph (Θρίαμβος της Χιονόμπαλας)
tbta104	BunBun's Hope (Η Ελπίδα του BunBun)
tbta105	Smokie's Ride (Η Κούρσα του Καπνιστούλη)
tbta106	Old Scamper (Τρομαγμένος Λαγός)
tbta107	Momma's Love Ball (Αγαπημένη της Μαμάς)
tbta108	BankTeller's Dream (Όνειρο του Ταμία)
tbta109	Fleaball's Cure (Θεραπεία Ψείρας)
tbta110	Drooling Monkey (Μαϊμού που Σαλιαρίζει)
tbta111	PorkChop's Ransom (Λύτρα Μπριζόλας)
tbta112	BadAss Bella (Καθήκι Ομορφούλα)
tbta113	CatWetty's Wompum (Βρεγμένη Γάτα)
tbta114	Tail Puller's Delight (Χαρά της Τραβηγμένης Ουράς)
tbta115	The Littlest Buffalo (Μικρός Βούβαλος)
tbta116	Toe Bite Special (Ειδική στο Δάγκωμα Ποδιών)
tbta117	Hairball Surprise (Τριχόμπαλα Έκπληξη)
tbta118	Tunafish Bonanza (Πολύτιμος Τόνος)
tbta119	Myron's Memory (Μνήμη του Μύρονα)
tbta120	Snowballs Chance in Hell (Ευκαιρία της Χιονόμπαλας στην Κόλαση)
tbta121	Desdemona (Δυσδαιμόνα)
tbta122	Abicrombie
tbta123	Aloof poof (Ακατάδεκτη Αδερφή)
tbta124	Tail of Two Kitties (Ιστορία Δύο Γάτων)
tbta125	How now, Brown Meow
tbta126	Είναι μια πανέμορφη μέρα εδώ στα Γατήσια Λειβάδια...
tbta127	Ετοιμαζόμαστε για τον επόμενο αγώνα...
tbta128	Μην ξεχνάτε, κυρίες και κύριοι...
tbta129	Η Τρίτη είναι Μέρα Καπέλου Γατούλας...
tbta130	Παρακαλούμε επιτηρείτε τα παιδιά σας.
tbta131	Για τη δική σας ασφάλεια...
tbta132	Παρακαλούμε μείνετε μακριά από την πίστα.
tbta133	Μην χαϊδεύετε τις γάτες, παρακαλώ.
tbta134	Έχουμε ένα χαμένο παιδί εδώ στα δημοσιογραφικά πρακτορεία...
tbta135	Χάθηκε ένα ζευγάρι κλειδιά...
tbta136	Αν βρείτε τα κλειδιά, παρακαλούμε επιστρέψτε τα στην περιοχή στοιχημάτων.
tbta137	Ευχαριστούμε.
tbta138	Κυρίες και κύριοι, έχετε δεκαπέντε λεπτά για να στοιχηματίσετε...
tbta139	Δέκα λεπτά για να στοιχηματίσετε...
tbta140	Πέντε λεπτά για να στοιχηματίσετε.
tbta141	Πέρασε η ώρα, τέρμα τα στοιχήματα!
tbta142	Είμαστε σχεδόν έτοιμοι να ξεκινήσουμε...
tbta143	ΚΑΙ ΕΦΥΓΑΝ!
tbta144	...προηγείται, ακριβώς έξω από την πύλη...
tbta145	...έχει ένα μικρό πρόβλημα...
tbta146	...κερδίζει το χαμένο χρόνο...
tbta147	...και απ'ότι φαίνεται...
tbta148	...αλλά έρχεται ένας διεκδικητής...
tbta149	...κάποιος κερδίζει στην εξωτερική, είναι...
tbta150	...χάνει έδαφος...
tbta151	...προλαβαίνει...
tbta152	...στην πρώτη θέση...
tbta153	...στην δεύτερη θέση...
tbta154	...έρχεται από την εξωτερική...
tbta155	...σταματάει ξαφνικά από πίσω...
tbta156	...ω όχι, έπεσε κάτω...
tbta157	...σηκώνεται πάνω, γλύφει τον εαυτό της...
tbta158	...ακόμα ένας γύρος...
tbta159	...τι αγώνας!
tbta160	...θα μπορούσε να κερδιθεί και από τις δυο...
tbta161	...ακριβώς στην φτέρνα της...
tbta162	...κερδίζει έδαφος...
tbta163	...μπαίνουν στην τελική ευθεία...
tbta164	...είναι η...
tbta165	...και τότε...
tbta166	...την ακολουθάει η...
tbta167	...προηγείται η...
tbta168	...από το πουθενά!
tbta169	...είναι θαύμα!
tbta170	...πλησιάζει...
tbta171	...και...
tbta172	...κρατάει την απόσταση της...
tbta173	...πλησιάζει στο φινάλε...
tbta174	...ΕΧΟΥΜΕ ΝΙΚΗΤΡΙΑ!
tbta175	...στην πρώτη θέση, ακολουθούμενη από την...
tbta176	...και στην τρίτη θέση η...
tbta177	Απ' ότι φαίνεται χρειαζόμαστε φωτο-φίνις εδώ!
tbta178	Κυρίες και κύριοι, ευχαριστούμε για την υπομονή σας καθώς περιμένουμε τα αποτελέσματα της κούρσας.
tbta179	...και πάλι, η νικήτρια...
tbta180	Η επόμενη κούρσα θα ξεκινήσει αμέσως!
sytx220	Έξοδος από το Grim Fandango;
sytx221	Σίγουρα θέλετε να εγκαταλείψετε το παιχνίδι;
sytx222	Ναι (&Y)
sytx223	Όχι (&N)
sytx224	Παγωμένο
sytx225	Πατήστε οποιοδήποτε πλήκτρο για επιστροφή στο παιχνίδι
HQTX154	Πατήστε F1 για εντολές.
bdma006b	Αααχ!
bdma006c	Ωωωχ!
NRESB02f	(Μουρμουρητά)
NRESB02g	(Μουρμουρητά)
NRESB02h	(Μουρμουρητά)
NRESB04b	(Επευφημίες)
NRESB04c	... δεν πρόκειται να ... με τίποτα ... Ναι! ... δεν είναι σωστό ... Σωματείο! Σωματείο!
NRESB04d	(Επευφημίες)
NRESB08b	Σωματείο! Σωματείο! Σωματείο!! Σωματείο!! ΣΩΜΑΤΕΙΟ!!!
NRESB08c	(το πλήθος τραγουδάει "Σωματείο" ξανά και ξανά)
NRESB08d	(το πλήθος τραγουδάει "Σωματείο" ξανά και ξανά)
NRESB13b	(Μουρμουρητά)
NRESB13c	(Μουρμουρητά)
NRESB13e	(Μουρμουρητά)
mehe039	Εε;
mehe040	Χααα.
mehe041	Αααχχχ!
Eldma01b	Ουφ.
hosma124	Ορίστε--τι νόημα έχει μια σχέση χωρίς εμπιστοσύνη;
hosma130	Meche, δεν ξέρεις τι κα--
hosma135	Δεν ακούς τουλάχιστον το ΔΙΚΟ μου σχέδιο απόδρασης πρώτα;
rm3do09b	Χαχαχα.
alma017	Εεε...εεεααχ!
alma018	Ουχ!
alma019	Ααχ!
alma020	Αααχ!
trgl076	Ααααααααχχχχχχχ!
trgl077	Ααααααααχχχχχχχχ!
trgl078	Γιουουου-χου-χου! Γουοοοααα!
trgl079	Γουουπ! Γουοοοααα!
trgl080	Γουουπ! Γουαααααα!
trgl081	Γουααα! Γουαααααα!
SHGMA08a	Δεν σκοπεύω να μείνω τόσο πολύ, Velasco.
SHGMA08b	Μόλις μάθω που πηγαίνει αυτή η γραμμή πηγαίνω θα την ακολουθήσω.
SHGVL09A	Χα!  Αυτό το πλοίο πάει στο Puerto Zapato!
SHGVL09b	Αυτό είναι στην άλλη άκρη του  κόσμου!
SHGVL09c	Δεν υπάρχουν πλοία που να πηγαίνουν εκεί εκτός από το Limbo εδώ
SHGMA11a	Αλλά τίποτα.
SHGMA11b	Αν το Limbo είναι η μόνη μου ελπίδα, τότε είμαι ήδη επιβάτης του.
SHGVL12A	Λοιπόοον, καλή τύχη, παιδί μου.
